Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
2025-07-15,Transaction at Disney+,2071.11,Entertainment,Debit Card,Boston,Current,Debit,ATM,INR,Subscription,No,Tuesday,July,Morning
2025-12-31,Transaction at Nike,4216.39,Clothing,Net Banking,Houston,Salary,Credit,Desktop,INR,Service,Yes,Wednesday,December,Evening
2025-05-18,Transaction at Subway,1133.2,Food,Debit Card,Los Angeles,Savings,Credit,ATM,INR,Retail,Yes,Sunday,May,Evening
2025-09-25,Transaction at Subway,4390.14,Food,Credit Card,Boston,Savings,Debit,POS Terminal,INR,Retail,Yes,Thursday,September,Night
2025-12-28,Transaction at Walmart,2539.07,Grocery,Net Banking,San Francisco,Current,Debit,Desktop,INR,Subscription,No,Sunday,December,Evening
2025-04-25,Transaction at Disney+,3254.33,Entertainment,Cash,Houston,Savings,Credit,ATM,INR,Service,No,Friday,April,Morning
2025-01-26,Transaction at HP,923.83,Electronics,Debit Card,New York,Current,Credit,ATM,INR,Online Store,Yes,Sunday,January,Night
2025-01-31,Transaction at RedBus,2796.83,Transport,Net Banking,New York,Credit Card,Credit,POS Terminal,INR,Subscription,No,Friday,January,Evening
2025-12-06,Transaction at Dominos,3873.17,Food,Debit Card,Los Angeles,Salary,Debit,ATM,INR,Service,Yes,Saturday,December,Night
2025-01-10,Transaction at YouTube Premium,354.89,Entertainment,Cash,Boston,Credit Card,Debit,POS Terminal,INR,Service,Yes,Friday,January,Evening
2025-06-18,Transaction at HP,542.46,Electronics,UPI,New York,Credit Card,Debit,POS Terminal,INR,Subscription,Yes,Wednesday,June,Morning
2025-12-25,Transaction at Disney+,1100.31,Entertainment,Net Banking,Boston,Credit Card,Debit,Desktop,INR,Service,No,Thursday,December,Morning
2025-01-28,Transaction at Adidas,3307.25,Clothing,Cash,San Francisco,Salary,Credit,ATM,INR,Service,Yes,Tuesday,January,Morning
2025-08-16,Transaction at Apple,3434.16,Electronics,UPI,Chicago,Current,Debit,ATM,INR,Service,No,Saturday,August,Evening
2025-12-01,Transaction at Tesco,1795.58,Grocery,UPI,Boston,Salary,Credit,Mobile,INR,Subscription,No,Monday,December,Afternoon
2025-01-17,Transaction at Apple,960.53,Electronics,UPI,Chicago,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Friday,January,Morning
2025-11-23,Transaction at HP,2502.56,Electronics,Debit Card,Houston,Salary,Debit,ATM,INR,Online Store,Yes,Sunday,November,Evening
2025-01-28,Transaction at Disney+,4595.59,Entertainment,Debit Card,Chicago,Credit Card,Debit,ATM,INR,Restaurant,No,Tuesday,January,Night
2025-09-12,Transaction at Metro,443.53,Transport,Debit Card,Boston,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Friday,September,Night
2025-08-26,Transaction at Nike,4714.48,Clothing,UPI,Los Angeles,Current,Debit,Desktop,INR,Retail,No,Tuesday,August,Evening
2025-09-26,Transaction at Levis,3073.83,Clothing,Net Banking,San Francisco,Savings,Debit,Mobile,INR,Subscription,Yes,Friday,September,Afternoon
2025-02-12,Transaction at H&M,456.05,Clothing,Net Banking,Houston,Salary,Credit,POS Terminal,INR,Subscription,No,Wednesday,February,Afternoon
2025-07-13,Transaction at Walmart,1732.38,Grocery,Credit Card,New York,Savings,Credit,Desktop,INR,Subscription,No,Sunday,July,Evening
2025-05-27,Transaction at Lyft,4225.74,Transport,Net Banking,Los Angeles,Current,Credit,POS Terminal,INR,Restaurant,Yes,Tuesday,May,Afternoon
2025-03-19,Transaction at KFC,2241.77,Food,Net Banking,San Francisco,Credit Card,Credit,POS Terminal,INR,Service,No,Wednesday,March,Afternoon
2025-07-29,Transaction at McDonalds,4490.47,Food,UPI,Chicago,Credit Card,Debit,ATM,INR,Restaurant,Yes,Tuesday,July,Morning
2025-12-29,Transaction at Apple,1857.53,Electronics,Debit Card,New York,Savings,Debit,POS Terminal,INR,Service,Yes,Monday,December,Afternoon
2025-04-05,Transaction at KFC,3676.54,Food,Net Banking,Houston,Savings,Credit,Desktop,INR,Online Store,No,Saturday,April,Morning
2025-11-18,Transaction at YouTube Premium,1984.12,Entertainment,Credit Card,Chicago,Current,Credit,Desktop,INR,Subscription,Yes,Tuesday,November,Morning
2025-05-31,Transaction at Costco,2330.48,Grocery,Credit Card,New York,Credit Card,Debit,Mobile,INR,Subscription,Yes,Saturday,May,Afternoon
2025-10-09,Transaction at Spotify,2077.08,Entertainment,Net Banking,Chicago,Current,Debit,Desktop,INR,Restaurant,Yes,Thursday,October,Afternoon
2025-06-22,Transaction at Netflix,3010.75,Entertainment,UPI,Los Angeles,Current,Credit,Mobile,INR,Retail,No,Sunday,June,Evening
2025-09-05,Transaction at Netflix,1745.48,Entertainment,Credit Card,Los Angeles,Savings,Credit,Mobile,INR,Subscription,Yes,Friday,September,Morning
2025-06-22,Transaction at Ola,1231.71,Transport,Cash,Chicago,Savings,Credit,Mobile,INR,Online Store,Yes,Sunday,June,Afternoon
2025-08-14,Transaction at Sony,518.04,Electronics,Net Banking,Chicago,Salary,Debit,POS Terminal,INR,Online Store,No,Thursday,August,Afternoon
2025-03-25,Transaction at KFC,4823.65,Food,Debit Card,Houston,Savings,Debit,Mobile,INR,Subscription,Yes,Tuesday,March,Night
2025-05-18,Transaction at Nike,3161.14,Clothing,UPI,Houston,Salary,Credit,Mobile,INR,Retail,Yes,Sunday,May,Morning
2025-01-21,Transaction at Target,4091.22,Grocery,Credit Card,Los Angeles,Current,Credit,POS Terminal,INR,Retail,Yes,Tuesday,January,Night
2025-06-09,Transaction at Adidas,2415.47,Clothing,Cash,New York,Savings,Credit,Mobile,INR,Online Store,No,Monday,June,Night
2025-10-31,Transaction at Metro,4502.12,Transport,Cash,New York,Credit Card,Credit,Mobile,INR,Restaurant,No,Friday,October,Night
2025-09-11,Transaction at Uber,2856.84,Transport,Net Banking,Chicago,Savings,Credit,POS Terminal,INR,Retail,Yes,Thursday,September,Night
2025-06-08,Transaction at Zara,3814.43,Clothing,Credit Card,Houston,Current,Credit,Mobile,INR,Restaurant,No,Sunday,June,Night
2025-02-07,Transaction at Target,4382.36,Grocery,Net Banking,Boston,Current,Debit,ATM,INR,Retail,Yes,Friday,February,Afternoon
2025-05-02,Transaction at HP,1999.97,Electronics,Credit Card,San Francisco,Credit Card,Debit,POS Terminal,INR,Retail,No,Friday,May,Afternoon
2025-04-27,Transaction at Samsung,3594.03,Electronics,Debit Card,Houston,Current,Debit,Desktop,INR,Restaurant,No,Sunday,April,Afternoon
2025-08-03,Transaction at Dominos,4226.46,Food,Net Banking,New York,Savings,Credit,ATM,INR,Retail,Yes,Sunday,August,Afternoon
2025-08-16,Transaction at Nike,1697.21,Clothing,UPI,San Francisco,Current,Credit,ATM,INR,Online Store,No,Saturday,August,Night
2025-05-25,Transaction at Subway,355.72,Food,UPI,New York,Current,Credit,Desktop,INR,Subscription,Yes,Sunday,May,Afternoon
2025-12-31,Transaction at Metro,4211.88,Transport,Cash,Chicago,Savings,Credit,POS Terminal,INR,Restaurant,No,Wednesday,December,Evening
2025-04-25,Transaction at Costco,4815.06,Grocery,UPI,Boston,Current,Credit,POS Terminal,INR,Service,Yes,Friday,April,Evening
2025-06-22,Transaction at Target,4857.08,Grocery,Debit Card,Los Angeles,Salary,Debit,Mobile,INR,Online Store,No,Sunday,June,Morning
2025-10-31,Transaction at Subway,2204.68,Food,Credit Card,New York,Current,Debit,ATM,INR,Subscription,No,Friday,October,Morning
2025-09-12,Transaction at Ola,3375.06,Transport,Cash,San Francisco,Salary,Credit,Mobile,INR,Retail,Yes,Friday,September,Morning
2025-05-13,Transaction at Netflix,1285.31,Entertainment,Debit Card,Chicago,Savings,Debit,ATM,INR,Online Store,Yes,Tuesday,May,Morning
2025-12-28,Transaction at Dominos,3606.94,Food,UPI,Boston,Salary,Debit,Desktop,INR,Service,No,Sunday,December,Night
2025-03-17,Transaction at Ola,2012.19,Transport,Debit Card,Houston,Salary,Debit,POS Terminal,INR,Restaurant,No,Monday,March,Afternoon
2025-11-14,Transaction at Nike,2813.45,Clothing,Credit Card,San Francisco,Current,Credit,Desktop,INR,Online Store,No,Friday,November,Afternoon
2025-02-20,Transaction at HP,3255.81,Electronics,Debit Card,San Francisco,Credit Card,Credit,Mobile,INR,Service,No,Thursday,February,Morning
2025-01-18,Transaction at Sony,3747.57,Electronics,UPI,Boston,Salary,Debit,ATM,INR,Online Store,Yes,Saturday,January,Night
2025-11-11,Transaction at YouTube Premium,4429.39,Entertainment,Credit Card,San Francisco,Savings,Debit,ATM,INR,Subscription,No,Tuesday,November,Morning
2025-02-24,Transaction at KFC,1647.32,Food,UPI,Houston,Salary,Debit,Desktop,INR,Retail,Yes,Monday,February,Morning
2025-06-25,Transaction at KFC,1268.47,Food,Debit Card,New York,Savings,Credit,Desktop,INR,Restaurant,No,Wednesday,June,Afternoon
2025-08-08,Transaction at Nike,117.06,Clothing,UPI,Boston,Current,Credit,ATM,INR,Retail,Yes,Friday,August,Morning
2025-04-28,Transaction at Disney+,2922.53,Entertainment,Debit Card,Los Angeles,Credit Card,Debit,Desktop,INR,Restaurant,No,Monday,April,Afternoon
2025-11-24,Transaction at Samsung,2717.23,Electronics,Debit Card,Los Angeles,Savings,Debit,Mobile,INR,Restaurant,Yes,Monday,November,Night
2025-01-05,Transaction at BigBazaar,1303.91,Grocery,Cash,Chicago,Current,Debit,Desktop,INR,Subscription,No,Sunday,January,Afternoon
2025-03-10,Transaction at Amazon Prime,1343.48,Entertainment,Net Banking,New York,Salary,Debit,POS Terminal,INR,Restaurant,No,Monday,March,Night
2025-12-22,Transaction at Starbucks,1254.7,Food,UPI,Houston,Credit Card,Credit,ATM,INR,Online Store,Yes,Monday,December,Afternoon
2025-09-24,Transaction at Starbucks,252.68,Food,Cash,San Francisco,Current,Debit,Desktop,INR,Online Store,Yes,Wednesday,September,Morning
2025-12-21,Transaction at Adidas,2535.08,Clothing,Cash,Chicago,Savings,Credit,Desktop,INR,Subscription,No,Sunday,December,Night
2025-08-18,Transaction at Dominos,4555.15,Food,Debit Card,San Francisco,Current,Credit,POS Terminal,INR,Restaurant,No,Monday,August,Morning
2025-12-06,Transaction at Netflix,4605.2,Entertainment,Credit Card,Boston,Savings,Credit,ATM,INR,Restaurant,Yes,Saturday,December,Afternoon
2025-09-25,Transaction at Apple,950.42,Electronics,Cash,Los Angeles,Savings,Credit,Mobile,INR,Service,Yes,Thursday,September,Morning
2025-03-13,Transaction at Metro,3929.92,Transport,Net Banking,Boston,Salary,Debit,Desktop,INR,Retail,Yes,Thursday,March,Afternoon
2025-10-26,Transaction at Metro,1384.98,Transport,UPI,Chicago,Savings,Credit,Desktop,INR,Retail,No,Sunday,October,Afternoon
2025-06-12,Transaction at Ola,1736.04,Transport,Debit Card,Los Angeles,Savings,Credit,Desktop,INR,Service,Yes,Thursday,June,Morning
2025-04-23,Transaction at BigBazaar,2259.58,Grocery,Cash,Houston,Current,Debit,ATM,INR,Online Store,No,Wednesday,April,Night
2025-06-28,Transaction at Samsung,4855.23,Electronics,Debit Card,Houston,Salary,Credit,Desktop,INR,Retail,Yes,Saturday,June,Evening
2025-10-04,Transaction at H&M,1577.89,Clothing,Debit Card,Chicago,Credit Card,Credit,Desktop,INR,Online Store,Yes,Saturday,October,Evening
2025-05-01,Transaction at Spotify,3072.98,Entertainment,Net Banking,San Francisco,Savings,Debit,POS Terminal,INR,Restaurant,No,Thursday,May,Evening
2025-08-05,Transaction at Apple,1165.49,Electronics,Cash,Chicago,Salary,Credit,POS Terminal,INR,Restaurant,Yes,Tuesday,August,Evening
2025-12-14,Transaction at Dell,828.39,Electronics,Net Banking,Houston,Credit Card,Debit,Desktop,INR,Service,No,Sunday,December,Evening
2025-04-01,Transaction at Ola,483.59,Transport,UPI,Boston,Savings,Credit,Mobile,INR,Retail,Yes,Tuesday,April,Afternoon
2025-03-23,Transaction at Dominos,3059.3,Food,UPI,New York,Salary,Credit,POS Terminal,INR,Service,Yes,Sunday,March,Night
2025-09-01,Transaction at RedBus,2087.61,Transport,UPI,Chicago,Credit Card,Debit,POS Terminal,INR,Service,No,Monday,September,Afternoon
2025-12-17,Transaction at Netflix,4636.52,Entertainment,Credit Card,Los Angeles,Credit Card,Credit,Mobile,INR,Online Store,Yes,Wednesday,December,Morning
2025-05-28,Transaction at Uber,4082.98,Transport,Cash,Chicago,Salary,Debit,POS Terminal,INR,Service,No,Wednesday,May,Afternoon
2025-05-11,Transaction at Spotify,1581.02,Entertainment,Debit Card,Boston,Salary,Debit,Desktop,INR,Restaurant,Yes,Sunday,May,Evening
2025-05-05,Transaction at BigBazaar,406.34,Grocery,Debit Card,Los Angeles,Salary,Credit,POS Terminal,INR,Online Store,No,Monday,May,Morning
2025-02-01,Transaction at Lyft,3469.7,Transport,UPI,Boston,Savings,Credit,Mobile,INR,Online Store,No,Saturday,February,Night
2025-09-24,Transaction at YouTube Premium,1244.01,Entertainment,Debit Card,Houston,Current,Debit,Mobile,INR,Restaurant,Yes,Wednesday,September,Evening
2025-03-22,Transaction at H&M,4783.9,Clothing,Credit Card,Chicago,Current,Credit,ATM,INR,Retail,Yes,Saturday,March,Afternoon
2025-02-11,Transaction at Uber,4555.57,Transport,Credit Card,Boston,Salary,Debit,ATM,INR,Online Store,No,Tuesday,February,Morning
2025-07-03,Transaction at YouTube Premium,2564.25,Entertainment,Net Banking,San Francisco,Salary,Credit,ATM,INR,Subscription,No,Thursday,July,Night
2025-11-18,Transaction at YouTube Premium,701.75,Entertainment,Debit Card,San Francisco,Savings,Debit,Mobile,INR,Online Store,Yes,Tuesday,November,Night
2025-03-24,Transaction at H&M,1564.8,Clothing,UPI,Boston,Salary,Debit,ATM,INR,Online Store,Yes,Monday,March,Afternoon
2025-09-12,Transaction at YouTube Premium,2832.24,Entertainment,Debit Card,Houston,Current,Debit,Desktop,INR,Service,No,Friday,September,Night
2025-02-26,Transaction at KFC,4521.33,Food,Net Banking,Los Angeles,Current,Debit,ATM,INR,Subscription,Yes,Wednesday,February,Afternoon
2025-06-03,Transaction at BigBazaar,1287.45,Grocery,Cash,Chicago,Current,Credit,ATM,INR,Online Store,Yes,Tuesday,June,Morning
2025-10-12,Transaction at KFC,3975.36,Food,Debit Card,Houston,Credit Card,Credit,ATM,INR,Retail,No,Sunday,October,Afternoon
2025-10-17,Transaction at Costco,4494.46,Grocery,Credit Card,San Francisco,Salary,Credit,ATM,INR,Restaurant,Yes,Friday,October,Night
2025-12-29,Transaction at Nike,3088.44,Clothing,Cash,San Francisco,Salary,Debit,Desktop,INR,Subscription,No,Monday,December,Afternoon
2025-03-22,Transaction at Tesco,4304.13,Grocery,UPI,San Francisco,Current,Credit,Mobile,INR,Retail,No,Saturday,March,Afternoon
2025-09-05,Transaction at Target,2092.4,Grocery,Cash,New York,Salary,Debit,POS Terminal,INR,Retail,Yes,Friday,September,Morning
2025-01-11,Transaction at Lyft,1549.67,Transport,Net Banking,Los Angeles,Current,Credit,POS Terminal,INR,Retail,No,Saturday,January,Night
2025-11-12,Transaction at McDonalds,1620.21,Food,Cash,Houston,Savings,Debit,ATM,INR,Online Store,No,Wednesday,November,Morning
2025-04-11,Transaction at Starbucks,3370.41,Food,Debit Card,New York,Credit Card,Credit,Mobile,INR,Restaurant,No,Friday,April,Night
2025-11-28,Transaction at Adidas,2477.72,Clothing,Net Banking,San Francisco,Current,Debit,POS Terminal,INR,Online Store,No,Friday,November,Morning
2025-04-05,Transaction at Lyft,2980.51,Transport,Debit Card,Boston,Current,Debit,Desktop,INR,Online Store,No,Saturday,April,Afternoon
2025-05-15,Transaction at Samsung,2324.64,Electronics,UPI,San Francisco,Current,Debit,Desktop,INR,Restaurant,Yes,Thursday,May,Morning
2025-04-13,Transaction at Netflix,2833.17,Entertainment,Cash,Houston,Credit Card,Debit,POS Terminal,INR,Restaurant,Yes,Sunday,April,Night
2025-02-03,Transaction at Target,2756.95,Grocery,Cash,Boston,Salary,Credit,POS Terminal,INR,Online Store,No,Monday,February,Afternoon
2025-10-31,Transaction at Levis,561.97,Clothing,Debit Card,San Francisco,Current,Debit,ATM,INR,Online Store,No,Friday,October,Morning
2025-04-21,Transaction at Nike,2667.89,Clothing,Cash,San Francisco,Current,Credit,POS Terminal,INR,Retail,No,Monday,April,Night
2025-05-31,Transaction at McDonalds,3915.53,Food,Net Banking,Houston,Credit Card,Debit,POS Terminal,INR,Restaurant,Yes,Saturday,May,Night
2025-06-19,Transaction at Tesco,3953.89,Grocery,Cash,Los Angeles,Credit Card,Credit,ATM,INR,Subscription,Yes,Thursday,June,Morning
2025-06-19,Transaction at Metro,4794.86,Transport,Net Banking,New York,Salary,Credit,Desktop,INR,Service,No,Thursday,June,Night
2025-01-05,Transaction at H&M,2570.79,Clothing,Credit Card,San Francisco,Salary,Debit,POS Terminal,INR,Restaurant,Yes,Sunday,January,Evening
2025-02-01,Transaction at Lyft,2490.27,Transport,Net Banking,Chicago,Credit Card,Debit,Desktop,INR,Subscription,No,Saturday,February,Morning
2025-03-20,Transaction at H&M,4995.18,Clothing,Net Banking,Boston,Salary,Credit,ATM,INR,Service,Yes,Thursday,March,Morning
2025-06-14,Transaction at Target,3684.66,Grocery,UPI,San Francisco,Salary,Debit,Mobile,INR,Subscription,No,Saturday,June,Evening
2025-07-07,Transaction at Disney+,814.69,Entertainment,Credit Card,Los Angeles,Credit Card,Credit,POS Terminal,INR,Retail,Yes,Monday,July,Morning
2025-12-06,Transaction at Dominos,3120.87,Food,Net Banking,New York,Salary,Credit,POS Terminal,INR,Subscription,No,Saturday,December,Night
2025-01-15,Transaction at Uber,3189.18,Transport,Cash,Los Angeles,Credit Card,Debit,Mobile,INR,Retail,Yes,Wednesday,January,Afternoon
2025-03-08,Transaction at Adidas,1238.23,Clothing,UPI,Los Angeles,Current,Debit,ATM,INR,Restaurant,No,Saturday,March,Evening
2025-10-16,Transaction at Starbucks,4325.89,Food,Credit Card,San Francisco,Current,Debit,Mobile,INR,Service,No,Thursday,October,Morning
2025-11-17,Transaction at Zara,3121.17,Clothing,Net Banking,Houston,Credit Card,Debit,ATM,INR,Restaurant,Yes,Monday,November,Night
2025-01-06,Transaction at Adidas,760.97,Clothing,Net Banking,Boston,Current,Debit,POS Terminal,INR,Retail,Yes,Monday,January,Night
2025-12-22,Transaction at RedBus,584.06,Transport,Net Banking,Houston,Salary,Debit,POS Terminal,INR,Online Store,No,Monday,December,Night
2025-06-16,Transaction at BigBazaar,3473.7,Grocery,UPI,Boston,Current,Credit,ATM,INR,Service,Yes,Monday,June,Morning
2025-07-29,Transaction at YouTube Premium,1317.75,Entertainment,Debit Card,Boston,Salary,Debit,ATM,INR,Restaurant,Yes,Tuesday,July,Night
2025-05-30,Transaction at Walmart,4947.25,Grocery,Debit Card,San Francisco,Salary,Credit,Desktop,INR,Subscription,No,Friday,May,Morning
2025-11-14,Transaction at McDonalds,1487.02,Food,Credit Card,Boston,Current,Credit,Mobile,INR,Online Store,Yes,Friday,November,Morning
2025-03-13,Transaction at Levis,4711.87,Clothing,UPI,Chicago,Salary,Debit,Desktop,INR,Service,Yes,Thursday,March,Afternoon
2025-11-03,Transaction at Netflix,113.8,Entertainment,UPI,Houston,Current,Credit,POS Terminal,INR,Restaurant,No,Monday,November,Afternoon
2025-08-31,Transaction at Dell,1066.06,Electronics,Debit Card,Boston,Salary,Credit,Mobile,INR,Restaurant,Yes,Sunday,August,Afternoon
2025-04-11,Transaction at Metro,340.47,Transport,Credit Card,Boston,Savings,Debit,ATM,INR,Retail,No,Friday,April,Night
2025-08-18,Transaction at HP,3142.6,Electronics,Net Banking,San Francisco,Current,Debit,POS Terminal,INR,Service,No,Monday,August,Afternoon
2025-04-07,Transaction at RedBus,663.41,Transport,Debit Card,San Francisco,Salary,Credit,Mobile,INR,Retail,No,Monday,April,Afternoon
2025-02-11,Transaction at Levis,284.76,Clothing,Net Banking,San Francisco,Savings,Credit,POS Terminal,INR,Restaurant,No,Tuesday,February,Afternoon
2025-12-06,Transaction at Zara,2079.88,Clothing,UPI,Boston,Current,Debit,ATM,INR,Subscription,Yes,Saturday,December,Afternoon
2025-10-25,Transaction at Tesco,3310.27,Grocery,Debit Card,Houston,Savings,Credit,Mobile,INR,Service,No,Saturday,October,Afternoon
2025-09-26,Transaction at Apple,3066.14,Electronics,Credit Card,Houston,Credit Card,Debit,Mobile,INR,Online Store,No,Friday,September,Morning
2025-06-13,Transaction at KFC,2217.78,Food,Net Banking,Chicago,Credit Card,Credit,Mobile,INR,Subscription,No,Friday,June,Evening
2025-03-30,Transaction at Costco,3641.0,Grocery,Credit Card,Houston,Credit Card,Debit,ATM,INR,Restaurant,No,Sunday,March,Morning
2025-10-14,Transaction at BigBazaar,3222.14,Grocery,Credit Card,Houston,Savings,Debit,POS Terminal,INR,Service,No,Tuesday,October,Morning
2025-04-13,Transaction at Ola,2811.19,Transport,UPI,New York,Current,Credit,ATM,INR,Online Store,Yes,Sunday,April,Morning
2025-06-22,Transaction at HP,4030.0,Electronics,UPI,Houston,Savings,Credit,ATM,INR,Subscription,Yes,Sunday,June,Night
2025-02-25,Transaction at McDonalds,148.97,Food,UPI,Boston,Salary,Debit,Desktop,INR,Subscription,Yes,Tuesday,February,Afternoon
2025-11-02,Transaction at Costco,4893.42,Grocery,UPI,New York,Current,Debit,Mobile,INR,Retail,Yes,Sunday,November,Morning
2025-02-06,Transaction at Walmart,1186.91,Grocery,UPI,Chicago,Savings,Credit,Mobile,INR,Restaurant,Yes,Thursday,February,Evening
2025-01-05,Transaction at Uber,1253.66,Transport,Net Banking,Chicago,Credit Card,Debit,POS Terminal,INR,Subscription,Yes,Sunday,January,Evening
2025-03-27,Transaction at Lyft,4632.95,Transport,Net Banking,San Francisco,Salary,Credit,ATM,INR,Online Store,Yes,Thursday,March,Evening
2025-07-30,Transaction at Costco,1539.57,Grocery,Debit Card,San Francisco,Credit Card,Debit,Desktop,INR,Service,No,Wednesday,July,Afternoon
2025-03-13,Transaction at Tesco,915.52,Grocery,UPI,Los Angeles,Current,Debit,Desktop,INR,Restaurant,Yes,Thursday,March,Morning
2025-08-13,Transaction at Sony,3147.41,Electronics,Credit Card,San Francisco,Salary,Debit,Mobile,INR,Service,No,Wednesday,August,Morning
2025-09-14,Transaction at YouTube Premium,3021.47,Entertainment,Net Banking,New York,Current,Debit,Desktop,INR,Retail,No,Sunday,September,Morning
2025-03-21,Transaction at Apple,113.75,Electronics,Debit Card,Chicago,Credit Card,Debit,Mobile,INR,Retail,No,Friday,March,Evening
2025-12-29,Transaction at Dominos,2631.39,Food,Credit Card,San Francisco,Current,Debit,POS Terminal,INR,Retail,No,Monday,December,Night
2025-04-18,Transaction at Tesco,864.38,Grocery,Cash,Boston,Savings,Debit,Mobile,INR,Retail,Yes,Friday,April,Evening
2025-02-10,Transaction at Netflix,3672.87,Entertainment,UPI,Boston,Credit Card,Credit,POS Terminal,INR,Online Store,Yes,Monday,February,Night
2025-01-07,Transaction at Nike,3063.79,Clothing,Debit Card,San Francisco,Current,Debit,Desktop,INR,Online Store,No,Tuesday,January,Afternoon
2025-05-31,Transaction at BigBazaar,2958.02,Grocery,Debit Card,Los Angeles,Credit Card,Debit,ATM,INR,Online Store,No,Saturday,May,Evening
2025-10-15,Transaction at Zara,1046.91,Clothing,Cash,Los Angeles,Salary,Credit,ATM,INR,Service,No,Wednesday,October,Afternoon
2025-09-04,Transaction at BigBazaar,1716.23,Grocery,Debit Card,Chicago,Current,Credit,ATM,INR,Subscription,Yes,Thursday,September,Afternoon
2025-06-12,Transaction at H&M,700.62,Clothing,Net Banking,San Francisco,Current,Credit,Mobile,INR,Retail,Yes,Thursday,June,Evening
2025-04-12,Transaction at H&M,2187.61,Clothing,UPI,San Francisco,Current,Debit,POS Terminal,INR,Retail,Yes,Saturday,April,Evening
2025-11-20,Transaction at Apple,2822.56,Electronics,Debit Card,San Francisco,Savings,Credit,ATM,INR,Service,Yes,Thursday,November,Morning
2025-09-25,Transaction at Walmart,1391.69,Grocery,UPI,Chicago,Credit Card,Debit,Desktop,INR,Retail,Yes,Thursday,September,Evening
2025-03-10,Transaction at Netflix,2558.3,Entertainment,UPI,Chicago,Salary,Debit,Desktop,INR,Subscription,No,Monday,March,Morning
2025-01-15,Transaction at Dominos,771.19,Food,UPI,New York,Current,Credit,Desktop,INR,Online Store,No,Wednesday,January,Morning
2025-09-25,Transaction at H&M,1683.84,Clothing,Credit Card,Chicago,Savings,Debit,Desktop,INR,Retail,Yes,Thursday,September,Evening
2025-04-18,Transaction at KFC,1519.95,Food,Net Banking,Boston,Savings,Credit,Mobile,INR,Service,No,Friday,April,Evening
2025-10-19,Transaction at Levis,2332.76,Clothing,Cash,San Francisco,Credit Card,Debit,Mobile,INR,Service,No,Sunday,October,Afternoon
2025-04-27,Transaction at Subway,3390.0,Food,Credit Card,Los Angeles,Savings,Credit,ATM,INR,Subscription,Yes,Sunday,April,Evening
2025-08-14,Transaction at BigBazaar,2289.35,Grocery,Net Banking,Los Angeles,Savings,Debit,POS Terminal,INR,Service,No,Thursday,August,Night
2025-08-07,Transaction at Nike,1579.76,Clothing,Cash,New York,Salary,Credit,Mobile,INR,Subscription,No,Thursday,August,Afternoon
2025-08-25,Transaction at Uber,3071.4,Transport,Debit Card,Houston,Savings,Credit,Mobile,INR,Retail,No,Monday,August,Night
2025-07-16,Transaction at Zara,1923.79,Clothing,Net Banking,San Francisco,Savings,Credit,POS Terminal,INR,Service,No,Wednesday,July,Morning
2025-03-09,Transaction at Netflix,4826.76,Entertainment,Debit Card,Houston,Savings,Credit,ATM,INR,Retail,Yes,Sunday,March,Evening
2025-11-29,Transaction at Tesco,4759.65,Grocery,Net Banking,Chicago,Savings,Credit,ATM,INR,Restaurant,Yes,Saturday,November,Morning
2025-12-28,Transaction at Apple,3746.8,Electronics,Debit Card,New York,Current,Credit,POS Terminal,INR,Subscription,Yes,Sunday,December,Morning
2025-04-17,Transaction at Metro,1689.85,Transport,Debit Card,Chicago,Credit Card,Credit,Mobile,INR,Subscription,No,Thursday,April,Afternoon
2025-04-29,Transaction at Ola,3069.84,Transport,Net Banking,Houston,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Tuesday,April,Night
2025-12-30,Transaction at Amazon Prime,3513.02,Entertainment,Cash,San Francisco,Salary,Credit,ATM,INR,Retail,Yes,Tuesday,December,Night
2025-12-21,Transaction at Tesco,1975.75,Grocery,Net Banking,Boston,Current,Credit,ATM,INR,Subscription,Yes,Sunday,December,Night
2025-03-06,Transaction at Starbucks,794.44,Food,Debit Card,New York,Credit Card,Credit,Mobile,INR,Service,No,Thursday,March,Afternoon
2025-08-08,Transaction at Disney+,1268.82,Entertainment,Credit Card,Chicago,Savings,Credit,Desktop,INR,Service,No,Friday,August,Night
2025-09-08,Transaction at Dell,672.87,Electronics,Net Banking,Chicago,Salary,Credit,POS Terminal,INR,Restaurant,Yes,Monday,September,Morning
2025-02-22,Transaction at Lyft,2206.12,Transport,Debit Card,Los Angeles,Salary,Credit,ATM,INR,Restaurant,No,Saturday,February,Night
2025-08-02,Transaction at Samsung,1344.89,Electronics,Debit Card,New York,Savings,Credit,Mobile,INR,Subscription,Yes,Saturday,August,Afternoon
2025-03-02,Transaction at RedBus,1410.6,Transport,Net Banking,New York,Salary,Debit,Desktop,INR,Restaurant,Yes,Sunday,March,Morning
2025-05-13,Transaction at Lyft,44.54,Transport,Debit Card,Houston,Salary,Credit,POS Terminal,INR,Subscription,Yes,Tuesday,May,Morning
2025-03-23,Transaction at McDonalds,2259.75,Food,Debit Card,Chicago,Current,Credit,POS Terminal,INR,Service,Yes,Sunday,March,Afternoon
