Date,Description,Amount,Category,PaymentMethod,MerchantType,Month
05-11-2025,Uber,1740.87,Transport,Credit Card,Retail,November
13-05-2025,Metro,3061.15,Transport,Net Banking,Retail,May
13-09-2025,Netflix,3075.91,Entertainment,Net Banking,Subscription,September
02-08-2025,Disney+,1734.87,Entertainment,Cash,Retail,August
09-10-2025,BigBazaar,3971.97,Grocery,UPI,Retail,October
14-09-2025,Ola,4801.56,Transport,Cash,Online Store,September
14-11-2025,HP,1398.75,Electronics,Credit Card,Online Store,November
01-02-2025,BigBazaar,2549.08,Grocery,Net Banking,Subscription,February
28-11-2025,Uber,3843.29,Transport,Credit Card,Restaurant,November
18-04-2025,Amazon Prime,4989.01,Entertainment,Debit Card,Online Store,April
07-03-2025,H&M,1009.11,Clothing,Credit Card,Service,March
25-01-2025,Samsung,2172.34,Electronics,Net Banking,Retail,January
19-11-2025,Starbucks,1930.85,Food,Net Banking,Restaurant,November
29-07-2025,Sony,1793.89,Electronics,Debit Card,Subscription,July
12-02-2025,Starbucks,56.16,Food,Cash,Restaurant,February
03-07-2025,Costco,3282.3,Grocery,Debit Card,Online Store,July
27-01-2025,Dominos,2011.9,Food,UPI,Online Store,January
27-09-2025,Samsung,3044.69,Electronics,Credit Card,Subscription,September
21-09-2025,Zara,1063.86,Clothing,UPI,Online Store,September
21-03-2025,Metro,327.35,Transport,Net Banking,Retail,March
12-11-2025,Apple,3867.56,Electronics,UPI,Retail,November
24-10-2025,KFC,4831.04,Food,Net Banking,Retail,October
13-09-2025,YouTube Premium,229.21,Entertainment,Cash,Online Store,September
25-11-2025,Disney+,1645.93,Entertainment,UPI,Subscription,November
20-03-2025,Nike,562.84,Clothing,Debit Card,Online Store,March
14-01-2025,Subway,4111.78,Food,UPI,Retail,January
13-02-2025,Dell,1505.85,Electronics,UPI,Online Store,February
22-10-2025,Sony,183.26,Electronics,Net Banking,Online Store,October
12-01-2025,Netflix,953.6,Entertainment,Credit Card,Subscription,January
08-04-2025,Metro,4729.24,Transport,Debit Card,Restaurant,April
01-09-2025,Starbucks,272.3,Food,UPI,Restaurant,September
29-07-2025,HP,606.59,Electronics,UPI,Service,July
13-04-2025,Starbucks,4287.03,Food,UPI,Retail,April
16-06-2025,HP,2555.36,Electronics,Cash,Restaurant,June
23-07-2025,Apple,2320.23,Electronics,Credit Card,Restaurant,July
08-09-2025,Netflix,1162.98,Entertainment,Net Banking,Online Store,September
20-11-2025,Metro,983.84,Transport,UPI,Subscription,November
13-10-2025,Ola,2805.25,Transport,Cash,Restaurant,October
13-11-2025,Ola,806.05,Transport,Debit Card,Restaurant,November
29-10-2025,BigBazaar,1354.98,Grocery,Credit Card,Subscription,October
09-03-2025,Disney+,1189,Entertainment,Credit Card,Service,March
21-05-2025,Levis,1610.45,Clothing,UPI,Restaurant,May
24-11-2025,Adidas,4362.54,Clothing,Net Banking,Restaurant,November
25-10-2025,Spotify,352.51,Entertainment,Credit Card,Online Store,October
17-02-2025,Subway,2319.23,Food,Cash,Service,February
07-03-2025,YouTube Premium,2327.48,Entertainment,Credit Card,Subscription,March
13-01-2025,McDonalds,1215.45,Food,Credit Card,Service,January
10-05-2025,Tesco,2508.97,Grocery,Cash,Retail,May
18-12-2025,Target,3076.47,Grocery,UPI,Subscription,December
09-11-2025,YouTube Premium,3110.34,Entertainment,Credit Card,Restaurant,November
25-11-2025,Walmart,4411.98,Grocery,Credit Card,Retail,November
25-04-2025,Ola,3820.79,Transport,UPI,Online Store,April
19-07-2025,RedBus,707.07,Transport,Debit Card,Restaurant,July
13-07-2025,Sony,1696.81,Electronics,Cash,Restaurant,July
19-10-2025,Netflix,1059.03,Entertainment,Cash,Subscription,October
29-06-2025,Starbucks,1883.3,Food,Credit Card,Restaurant,June
16-06-2025,Sony,1076.09,Electronics,Credit Card,Restaurant,June
17-11-2025,RedBus,2755.3,Transport,Cash,Restaurant,November
04-08-2025,Netflix,2860.3,Entertainment,Debit Card,Restaurant,August
03-01-2025,Dominos,4055.44,Food,UPI,Service,January
23-12-2025,Walmart,2211.46,Grocery,Cash,Online Store,December
06-03-2025,Dominos,1802.04,Food,Debit Card,Subscription,March
14-02-2025,Subway,4427.88,Food,Debit Card,Service,February
27-11-2025,Subway,821.96,Food,UPI,Online Store,November
25-02-2025,Spotify,1340.93,Entertainment,Net Banking,Online Store,February
01-02-2025,McDonalds,1014.34,Food,Net Banking,Subscription,February
26-08-2025,YouTube Premium,1616.93,Entertainment,Debit Card,Restaurant,August
22-12-2025,Target,2072.54,Grocery,Credit Card,Retail,December
15-09-2025,Sony,1261.06,Electronics,Debit Card,Retail,September
22-09-2025,RedBus,1199.81,Transport,Cash,Service,September
30-04-2025,YouTube Premium,4617.52,Entertainment,UPI,Subscription,April
22-12-2025,Dell,3849.66,Electronics,Cash,Subscription,December
10-01-2025,Lyft,2833.03,Transport,Debit Card,Service,January
23-11-2025,Walmart,3339.22,Grocery,Debit Card,Retail,November
03-06-2025,Dominos,467.99,Food,UPI,Restaurant,June
19-04-2025,Spotify,1634.69,Entertainment,Cash,Subscription,April
19-06-2025,Apple,1176.85,Electronics,Cash,Retail,June
04-03-2025,Costco,2958.62,Grocery,Net Banking,Service,March
25-05-2025,Target,2783.19,Grocery,Debit Card,Subscription,May
15-12-2025,Subway,1530.3,Food,Debit Card,Subscription,December
10-12-2025,Dell,3945.15,Electronics,Net Banking,Subscription,December
15-12-2025,Sony,4523.23,Electronics,Debit Card,Restaurant,December
04-12-2025,Metro,3494.86,Transport,Cash,Service,December
08-03-2025,Uber,3212.07,Transport,Cash,Service,March
19-05-2025,Tesco,4910.32,Grocery,Cash,Service,May
01-03-2025,McDonalds,1390.37,Food,Net Banking,Subscription,March
20-10-2025,Uber,2579.1,Transport,UPI,Retail,October
08-11-2025,Dell,2500.9,Electronics,Credit Card,Online Store,November
16-06-2025,HP,1813.7,Electronics,Cash,Service,June
17-11-2025,Uber,1225.67,Transport,Cash,Subscription,November
22-11-2025,Apple,2734.51,Electronics,Debit Card,Subscription,November
21-11-2025,YouTube Premium,3974.88,Entertainment,UPI,Restaurant,November
20-05-2025,H&M,18.62,Clothing,Net Banking,Retail,May
21-11-2025,Tesco,4810.57,Grocery,UPI,Retail,November
26-03-2025,McDonalds,1958.89,Food,UPI,Online Store,March
27-05-2025,Spotify,4108.14,Entertainment,UPI,Subscription,May
06-04-2025,Dominos,3321.84,Food,Cash,Online Store,April
08-09-2025,Costco,1488.72,Grocery,UPI,Subscription,September
18-10-2025,Adidas,2151.59,Clothing,Cash,Subscription,October
17-04-2025,YouTube Premium,1635.17,Entertainment,Credit Card,Subscription,April
02-03-2025,Netflix,2169.02,Entertainment,Credit Card,Retail,March
03-10-2025,Apple,3438.64,Electronics,Net Banking,Restaurant,October
16-08-2025,Levis,1734.42,Clothing,Debit Card,Retail,August
14-08-2025,Ola,3700.16,Transport,Net Banking,Online Store,August
17-03-2025,Subway,2473.12,Food,UPI,Retail,March
04-03-2025,Costco,964.65,Grocery,Cash,Service,March
04-04-2025,Disney+,580.94,Entertainment,Debit Card,Restaurant,April
09-02-2025,Adidas,990.84,Clothing,UPI,Restaurant,February
12-02-2025,Samsung,3562.76,Electronics,Debit Card,Retail,February
13-09-2025,Dell,1842.93,Electronics,Debit Card,Retail,September
29-07-2025,BigBazaar,4344.27,Grocery,Cash,Subscription,July
17-07-2025,RedBus,1834.35,Transport,Net Banking,Retail,July
27-01-2025,YouTube Premium,3309.46,Entertainment,Cash,Retail,January
10-03-2025,Walmart,3651.92,Grocery,Debit Card,Retail,March
09-06-2025,Samsung,2566.92,Electronics,Cash,Subscription,June
11-03-2025,Levis,4496.32,Clothing,Cash,Online Store,March
26-12-2025,Uber,1252.62,Transport,Cash,Retail,December
16-03-2025,Costco,4169.4,Grocery,Debit Card,Retail,March
14-02-2025,Ola,766.33,Transport,Cash,Online Store,February
28-06-2025,BigBazaar,1745.51,Grocery,Cash,Restaurant,June
01-01-2025,H&M,1632,Clothing,Credit Card,Online Store,January
06-06-2025,Starbucks,2357.48,Food,Credit Card,Retail,June
29-01-2025,Subway,2432.67,Food,Net Banking,Service,January
23-06-2025,HP,4271.1,Electronics,Credit Card,Online Store,June
19-12-2025,Tesco,3584.76,Grocery,Net Banking,Subscription,December
21-09-2025,Amazon Prime,2420.96,Entertainment,Net Banking,Online Store,September
27-06-2025,YouTube Premium,1296.54,Entertainment,Cash,Restaurant,June
13-11-2025,Starbucks,4914.39,Food,UPI,Online Store,November
15-06-2025,Starbucks,2096.92,Food,Debit Card,Service,June
30-10-2025,Netflix,49.81,Entertainment,UPI,Subscription,October
10-09-2025,KFC,937.41,Food,Cash,Subscription,September
21-05-2025,Netflix,3049.26,Entertainment,Debit Card,Service,May
07-03-2025,Levis,3393.11,Clothing,Net Banking,Retail,March
07-11-2025,Costco,669.11,Grocery,Cash,Restaurant,November
03-11-2025,Disney+,312.63,Entertainment,Net Banking,Restaurant,November
06-04-2025,Spotify,945.66,Entertainment,Credit Card,Service,April
01-06-2025,Sony,771.56,Electronics,Debit Card,Subscription,June
03-04-2025,Tesco,4468.73,Grocery,Cash,Retail,April
10-09-2025,BigBazaar,1809.77,Grocery,Credit Card,Online Store,September
13-01-2025,H&M,3780.6,Clothing,Credit Card,Subscription,January
22-06-2025,YouTube Premium,4423.89,Entertainment,Net Banking,Online Store,June
29-08-2025,Tesco,4551.84,Grocery,Cash,Restaurant,August
16-05-2025,Subway,1644.94,Food,Net Banking,Subscription,May
17-01-2025,Starbucks,2193.85,Food,Net Banking,Online Store,January
09-01-2025,Zara,2481.58,Clothing,Net Banking,Online Store,January
30-07-2025,McDonalds,2719.57,Food,Debit Card,Service,July
09-02-2025,Amazon Prime,2830.28,Entertainment,Net Banking,Retail,February
29-09-2025,Netflix,4217.97,Entertainment,UPI,Online Store,September
11-03-2025,Zara,1563.7,Clothing,UPI,Service,March
10-03-2025,HP,4879.29,Electronics,Cash,Subscription,March
11-04-2025,McDonalds,456.48,Food,Debit Card,Subscription,April
28-01-2025,HP,3819.13,Electronics,UPI,Online Store,January
26-08-2025,Disney+,4611.03,Entertainment,Cash,Restaurant,August
19-01-2025,Samsung,2331.85,Electronics,UPI,Restaurant,January
31-03-2025,Apple,2586.26,Electronics,Cash,Retail,March
19-06-2025,Levis,2674.4,Clothing,Debit Card,Online Store,June
05-03-2025,Ola,269.39,Transport,Cash,Service,March
15-02-2025,Zara,2349.58,Clothing,Debit Card,Service,February
07-11-2025,Netflix,2402.67,Entertainment,Cash,Service,November
03-06-2025,Uber,1177.93,Transport,Credit Card,Online Store,June
27-01-2025,KFC,1453.5,Food,Credit Card,Retail,January
13-07-2025,Subway,2431.76,Food,UPI,Subscription,July
20-07-2025,Levis,4987.62,Clothing,UPI,Subscription,July
05-06-2025,Apple,4969.51,Electronics,Credit Card,Subscription,June
18-11-2025,Amazon Prime,1177.36,Entertainment,Debit Card,Online Store,November
13-02-2025,BigBazaar,1118.67,Grocery,Cash,Subscription,February
22-01-2025,Samsung,1109.09,Electronics,Credit Card,Retail,January
14-10-2025,Dominos,623.48,Food,Net Banking,Restaurant,October
06-09-2025,Disney+,1872.79,Entertainment,UPI,Subscription,September
31-10-2025,Nike,3971.37,Clothing,UPI,Subscription,October
21-03-2025,Amazon Prime,4162.84,Entertainment,Net Banking,Retail,March
08-06-2025,BigBazaar,1736.56,Grocery,UPI,Service,June
13-05-2025,KFC,4269.44,Food,UPI,Service,May
27-01-2025,McDonalds,3004.04,Food,Debit Card,Restaurant,January
10-01-2025,YouTube Premium,1664.5,Entertainment,Net Banking,Subscription,January
19-01-2025,Samsung,2350.57,Electronics,Cash,Retail,January
16-09-2025,Ola,2939.73,Transport,Credit Card,Subscription,September
24-08-2025,Metro,4535.97,Transport,Net Banking,Service,August
12-07-2025,Amazon Prime,4844.31,Entertainment,UPI,Restaurant,July
09-04-2025,Target,1547.37,Grocery,Net Banking,Restaurant,April
10-11-2025,Costco,2939.24,Grocery,Net Banking,Service,November
15-10-2025,Disney+,4399.58,Entertainment,Credit Card,Online Store,October
12-03-2025,McDonalds,2589.53,Food,Net Banking,Online Store,March
10-03-2025,Subway,3572.63,Food,UPI,Subscription,March
17-01-2025,Nike,127.61,Clothing,Debit Card,Online Store,January
17-02-2025,Ola,1777.77,Transport,Debit Card,Subscription,February
24-06-2025,Netflix,3144.36,Entertainment,UPI,Restaurant,June
26-05-2025,H&M,2137.07,Clothing,Net Banking,Subscription,May
31-12-2025,HP,742.17,Electronics,Net Banking,Subscription,December
20-10-2025,Amazon Prime,77.7,Entertainment,Cash,Retail,October
28-01-2025,Amazon Prime,2822.44,Entertainment,UPI,Restaurant,January
07-02-2025,Costco,2204.17,Grocery,Cash,Restaurant,February
11-01-2025,Spotify,855.93,Entertainment,UPI,Online Store,January
15-06-2025,Dell,3636.85,Electronics,Cash,Retail,June
07-03-2025,Amazon Prime,4909.1,Entertainment,UPI,Subscription,March
22-01-2025,Netflix,1678.96,Entertainment,Cash,Restaurant,January
29-05-2025,Zara,286.29,Clothing,Net Banking,Retail,May
25-01-2025,Uber,4058.35,Transport,Debit Card,Restaurant,January
18-04-2025,Spotify,4731.14,Entertainment,Debit Card,Service,April
01-08-2025,Adidas,382.6,Clothing,UPI,Service,August
09-03-2025,Dominos,1513.09,Food,Cash,Service,March
06-02-2025,BigBazaar,792.15,Grocery,UPI,Online Store,February
09-11-2025,H&M,3550.44,Clothing,Credit Card,Online Store,November
23-02-2025,Nike,2280.84,Clothing,Debit Card,Restaurant,February
30-12-2025,Subway,4532.22,Food,Cash,Retail,December
24-02-2025,Uber,246.6,Transport,Credit Card,Subscription,February
02-01-2025,Lyft,4675.15,Transport,Credit Card,Retail,January
04-10-2025,Dominos,2569.69,Food,Cash,Restaurant,October
27-10-2025,Dominos,3079.89,Food,Cash,Restaurant,October
21-03-2025,Tesco,3309.25,Grocery,UPI,Online Store,March
14-12-2025,RedBus,4366.25,Transport,Debit Card,Service,December
09-10-2025,Amazon Prime,1298.97,Entertainment,Credit Card,Restaurant,October
07-06-2025,Levis,1991.41,Clothing,Net Banking,Online Store,June
07-10-2025,Zara,1596.49,Clothing,Cash,Restaurant,October
26-12-2025,Disney+,3946.04,Entertainment,Net Banking,Online Store,December
11-12-2025,Amazon Prime,3186.37,Entertainment,Debit Card,Subscription,December
28-11-2025,Tesco,1277,Grocery,Debit Card,Restaurant,November
11-08-2025,Tesco,4279.05,Grocery,Credit Card,Restaurant,August
15-02-2025,McDonalds,2335.45,Food,Net Banking,Retail,February
24-08-2025,H&M,4511.07,Clothing,Net Banking,Online Store,August
24-02-2025,Lyft,1597.83,Transport,Debit Card,Online Store,February
14-01-2025,Metro,2980.83,Transport,Net Banking,Service,January
18-11-2025,McDonalds,2843.93,Food,Debit Card,Restaurant,November
28-02-2025,Ola,4891.13,Transport,Cash,Service,February
29-03-2025,Zara,2955.47,Clothing,Net Banking,Retail,March
10-01-2025,KFC,1350.8,Food,Credit Card,Restaurant,January
06-06-2025,Sony,3632.7,Electronics,Net Banking,Subscription,June
01-03-2025,RedBus,2902.78,Transport,Credit Card,Restaurant,March
06-09-2025,Adidas,1575.48,Clothing,Credit Card,Restaurant,September
09-06-2025,Costco,925.93,Grocery,Credit Card,Service,June
16-07-2025,Subway,3004.53,Food,Credit Card,Online Store,July
23-10-2025,Adidas,955.89,Clothing,Cash,Service,October
16-11-2025,Dell,2418.05,Electronics,UPI,Service,November
14-08-2025,Tesco,376.7,Grocery,Cash,Online Store,August
22-04-2025,Zara,4529.5,Clothing,Debit Card,Subscription,April
13-06-2025,KFC,2991.97,Food,Debit Card,Restaurant,June
28-04-2025,Disney+,3887.22,Entertainment,Cash,Subscription,April
27-06-2025,KFC,703.88,Food,Debit Card,Restaurant,June
06-02-2025,Apple,817.96,Electronics,Debit Card,Restaurant,February
29-04-2025,Ola,2332.57,Transport,Credit Card,Online Store,April
04-05-2025,Target,2474.07,Grocery,UPI,Restaurant,May
08-09-2025,Uber,4226.83,Transport,Credit Card,Online Store,September
16-12-2025,Starbucks,2666.23,Food,Credit Card,Service,December
10-03-2025,YouTube Premium,1866.38,Entertainment,Cash,Service,March
19-07-2025,Sony,608.53,Electronics,Cash,Restaurant,July
05-02-2025,Samsung,1962.29,Electronics,Cash,Retail,February
26-05-2025,Spotify,541.67,Entertainment,Net Banking,Retail,May
02-01-2025,Uber,1798.38,Transport,Net Banking,Retail,January
27-08-2025,Disney+,1151.31,Entertainment,Net Banking,Restaurant,August
03-09-2025,Metro,2183.46,Transport,UPI,Retail,September
25-05-2025,Spotify,3092.95,Entertainment,Debit Card,Subscription,May
02-11-2025,Spotify,4188.42,Entertainment,UPI,Service,November
08-03-2025,Adidas,3897.73,Clothing,Debit Card,Retail,March
15-11-2025,KFC,4362.67,Food,Cash,Service,November
30-11-2025,Target,4608.98,Grocery,Credit Card,Subscription,November
16-02-2025,BigBazaar,1700.17,Grocery,Credit Card,Subscription,February
08-09-2025,RedBus,1058.44,Transport,UPI,Retail,September
19-08-2025,Apple,2869.47,Electronics,Credit Card,Retail,August
11-05-2025,Ola,4379.5,Transport,Net Banking,Online Store,May
06-06-2025,Costco,2848.11,Grocery,UPI,Subscription,June
31-05-2025,Apple,3931.96,Electronics,Net Banking,Restaurant,May
24-01-2025,Lyft,3054.97,Transport,UPI,Retail,January
08-02-2025,Walmart,1987.66,Grocery,Debit Card,Retail,February
14-09-2025,Netflix,2374.34,Entertainment,Cash,Online Store,September
17-11-2025,Sony,4392.41,Electronics,Debit Card,Retail,November
21-04-2025,Metro,912.48,Transport,Cash,Restaurant,April
22-02-2025,Sony,4822.79,Electronics,Credit Card,Restaurant,February
20-12-2025,H&M,3074.67,Clothing,Cash,Service,December
26-10-2025,Spotify,46.56,Entertainment,Net Banking,Online Store,October
03-05-2025,Adidas,4497.05,Clothing,UPI,Restaurant,May
19-02-2025,Spotify,982.31,Entertainment,UPI,Retail,February
06-06-2025,Zara,589.68,Clothing,Credit Card,Retail,June
15-06-2025,Adidas,3032.9,Clothing,Cash,Online Store,June
05-11-2025,Amazon Prime,3409.29,Entertainment,Credit Card,Online Store,November
19-09-2025,Metro,3482.52,Transport,UPI,Online Store,September
24-12-2025,Spotify,3959.09,Entertainment,UPI,Subscription,December
17-06-2025,Netflix,4152.33,Entertainment,Debit Card,Online Store,June
12-07-2025,Metro,1473.1,Transport,Net Banking,Restaurant,July
27-01-2025,RedBus,4124.53,Transport,UPI,Retail,January
19-11-2025,H&M,30.56,Clothing,UPI,Retail,November
27-06-2025,Sony,4126.08,Electronics,Net Banking,Service,June
19-03-2025,Ola,2745.97,Transport,Debit Card,Retail,March
09-12-2025,Dominos,3094.12,Food,Cash,Retail,December
10-06-2025,Uber,3915.95,Transport,Credit Card,Retail,June
06-09-2025,Tesco,1492.97,Grocery,Credit Card,Subscription,September
30-11-2025,Ola,3977.58,Transport,Debit Card,Service,November
01-06-2025,Apple,3881.31,Electronics,Credit Card,Online Store,June
19-06-2025,Uber,2274.19,Transport,Credit Card,Restaurant,June
19-01-2025,Target,4095.63,Grocery,UPI,Service,January
06-07-2025,RedBus,452.88,Transport,Net Banking,Online Store,July
02-10-2025,Subway,4840.26,Food,Net Banking,Online Store,October
19-02-2025,KFC,335.62,Food,UPI,Subscription,February
18-04-2025,H&M,1016.1,Clothing,Cash,Online Store,April
15-01-2025,Dell,3989.59,Electronics,Credit Card,Subscription,January
24-11-2025,RedBus,2767.36,Transport,Net Banking,Online Store,November
26-07-2025,Zara,4929.31,Clothing,Cash,Service,July
31-10-2025,Nike,2604.47,Clothing,Net Banking,Online Store,October
16-02-2025,YouTube Premium,854.98,Entertainment,Cash,Restaurant,February
09-05-2025,Starbucks,806.28,Food,Credit Card,Retail,May
22-04-2025,Sony,4519.04,Electronics,Net Banking,Retail,April
20-05-2025,Target,2144.48,Grocery,Net Banking,Retail,May
25-05-2025,HP,4424.74,Electronics,Debit Card,Restaurant,May
12-08-2025,HP,97.3,Electronics,Cash,Restaurant,August
13-06-2025,Target,2324.49,Grocery,Net Banking,Online Store,June
26-07-2025,H&M,1358.89,Clothing,Net Banking,Subscription,July
21-06-2025,Lyft,1646.36,Transport,Net Banking,Service,June
14-09-2025,Nike,3925.9,Clothing,Cash,Online Store,September
29-08-2025,Uber,2747.01,Transport,Credit Card,Retail,August
03-03-2025,Netflix,3613.73,Entertainment,Cash,Restaurant,March
24-08-2025,Subway,3119.46,Food,Credit Card,Restaurant,August
26-01-2025,Apple,609.28,Electronics,UPI,Retail,January
04-10-2025,Metro,1784.98,Transport,UPI,Restaurant,October
08-11-2025,Sony,4992.43,Electronics,Cash,Restaurant,November
27-09-2025,Adidas,3232.92,Clothing,Cash,Retail,September
17-08-2025,HP,1646.61,Electronics,Cash,Service,August
29-03-2025,Metro,3826.23,Transport,Net Banking,Retail,March
23-11-2025,Spotify,1139.87,Entertainment,UPI,Restaurant,November
22-08-2025,Uber,4829.23,Transport,Cash,Subscription,August
28-02-2025,Lyft,4490.09,Transport,Credit Card,Retail,February
22-01-2025,Netflix,3089.23,Entertainment,Credit Card,Retail,January
13-10-2025,Lyft,2178.88,Transport,Credit Card,Service,October
03-06-2025,KFC,2290.42,Food,Net Banking,Service,June
22-08-2025,Disney+,4098.9,Entertainment,Net Banking,Retail,August
10-10-2025,Levis,444.99,Clothing,Cash,Subscription,October
04-06-2025,Lyft,3996.57,Transport,Net Banking,Service,June
20-02-2025,Samsung,542.05,Electronics,Cash,Subscription,February
24-02-2025,KFC,1607.97,Food,UPI,Retail,February
25-09-2025,YouTube Premium,2509.94,Entertainment,UPI,Subscription,September
18-01-2025,Dell,2498.55,Electronics,Debit Card,Retail,January
14-04-2025,YouTube Premium,3834.13,Entertainment,Net Banking,Subscription,April
13-01-2025,Uber,3659.58,Transport,Cash,Retail,January
21-12-2025,Spotify,518.72,Entertainment,Cash,Retail,December
24-05-2025,Costco,2977.34,Grocery,Net Banking,Retail,May
06-01-2025,Samsung,2752.06,Electronics,Debit Card,Retail,January
31-12-2025,Disney+,2124.77,Entertainment,UPI,Service,December
01-11-2025,Dell,1779.89,Electronics,Net Banking,Subscription,November
10-11-2025,YouTube Premium,2719.48,Entertainment,Net Banking,Online Store,November
21-09-2025,Starbucks,876.45,Food,UPI,Subscription,September
16-07-2025,Costco,522.76,Grocery,UPI,Restaurant,July
04-10-2025,Starbucks,3982.07,Food,UPI,Online Store,October
04-10-2025,Levis,828.92,Clothing,Credit Card,Online Store,October
25-05-2025,Starbucks,1882.17,Food,Net Banking,Service,May
11-10-2025,HP,4573.25,Electronics,Cash,Restaurant,October
16-02-2025,Levis,3509.86,Clothing,Cash,Restaurant,February
24-01-2025,Walmart,145.47,Grocery,UPI,Subscription,January
22-10-2025,Sony,4064.88,Electronics,Cash,Subscription,October
26-11-2025,Uber,252.83,Transport,Net Banking,Restaurant,November
15-07-2025,Disney+,2071.11,Entertainment,Debit Card,Subscription,July
31-12-2025,Nike,4216.39,Clothing,Net Banking,Service,December
18-05-2025,Subway,1133.2,Food,Debit Card,Retail,May
25-09-2025,Subway,4390.14,Food,Credit Card,Retail,September
28-12-2025,Walmart,2539.07,Grocery,Net Banking,Subscription,December
25-04-2025,Disney+,3254.33,Entertainment,Cash,Service,April
26-01-2025,HP,923.83,Electronics,Debit Card,Online Store,January
31-01-2025,RedBus,2796.83,Transport,Net Banking,Subscription,January
06-12-2025,Dominos,3873.17,Food,Debit Card,Service,December
10-01-2025,YouTube Premium,354.89,Entertainment,Cash,Service,January
18-06-2025,HP,542.46,Electronics,UPI,Subscription,June
25-12-2025,Disney+,1100.31,Entertainment,Net Banking,Service,December
28-01-2025,Adidas,3307.25,Clothing,Cash,Service,January
16-08-2025,Apple,3434.16,Electronics,UPI,Service,August
01-12-2025,Tesco,1795.58,Grocery,UPI,Subscription,December
17-01-2025,Apple,960.53,Electronics,UPI,Restaurant,January
23-11-2025,HP,2502.56,Electronics,Debit Card,Online Store,November
28-01-2025,Disney+,4595.59,Entertainment,Debit Card,Restaurant,January
12-09-2025,Metro,443.53,Transport,Debit Card,Restaurant,September
26-08-2025,Nike,4714.48,Clothing,UPI,Retail,August
26-09-2025,Levis,3073.83,Clothing,Net Banking,Subscription,September
12-02-2025,H&M,456.05,Clothing,Net Banking,Subscription,February
13-07-2025,Walmart,1732.38,Grocery,Credit Card,Subscription,July
27-05-2025,Lyft,4225.74,Transport,Net Banking,Restaurant,May
19-03-2025,KFC,2241.77,Food,Net Banking,Service,March
29-07-2025,McDonalds,4490.47,Food,UPI,Restaurant,July
29-12-2025,Apple,1857.53,Electronics,Debit Card,Service,December
05-04-2025,KFC,3676.54,Food,Net Banking,Online Store,April
18-11-2025,YouTube Premium,1984.12,Entertainment,Credit Card,Subscription,November
31-05-2025,Costco,2330.48,Grocery,Credit Card,Subscription,May
09-10-2025,Spotify,2077.08,Entertainment,Net Banking,Restaurant,October
22-06-2025,Netflix,3010.75,Entertainment,UPI,Retail,June
05-09-2025,Netflix,1745.48,Entertainment,Credit Card,Subscription,September
22-06-2025,Ola,1231.71,Transport,Cash,Online Store,June
14-08-2025,Sony,518.04,Electronics,Net Banking,Online Store,August
25-03-2025,KFC,4823.65,Food,Debit Card,Subscription,March
18-05-2025,Nike,3161.14,Clothing,UPI,Retail,May
21-01-2025,Target,4091.22,Grocery,Credit Card,Retail,January
09-06-2025,Adidas,2415.47,Clothing,Cash,Online Store,June
31-10-2025,Metro,4502.12,Transport,Cash,Restaurant,October
11-09-2025,Uber,2856.84,Transport,Net Banking,Retail,September
08-06-2025,Zara,3814.43,Clothing,Credit Card,Restaurant,June
07-02-2025,Target,4382.36,Grocery,Net Banking,Retail,February
02-05-2025,HP,1999.97,Electronics,Credit Card,Retail,May
27-04-2025,Samsung,3594.03,Electronics,Debit Card,Restaurant,April
03-08-2025,Dominos,4226.46,Food,Net Banking,Retail,August
16-08-2025,Nike,1697.21,Clothing,UPI,Online Store,August
25-05-2025,Subway,355.72,Food,UPI,Subscription,May
31-12-2025,Metro,4211.88,Transport,Cash,Restaurant,December
25-04-2025,Costco,4815.06,Grocery,UPI,Service,April
22-06-2025,Target,4857.08,Grocery,Debit Card,Online Store,June
31-10-2025,Subway,2204.68,Food,Credit Card,Subscription,October
12-09-2025,Ola,3375.06,Transport,Cash,Retail,September
13-05-2025,Netflix,1285.31,Entertainment,Debit Card,Online Store,May
28-12-2025,Dominos,3606.94,Food,UPI,Service,December
17-03-2025,Ola,2012.19,Transport,Debit Card,Restaurant,March
14-11-2025,Nike,2813.45,Clothing,Credit Card,Online Store,November
20-02-2025,HP,3255.81,Electronics,Debit Card,Service,February
18-01-2025,Sony,3747.57,Electronics,UPI,Online Store,January
11-11-2025,YouTube Premium,4429.39,Entertainment,Credit Card,Subscription,November
24-02-2025,KFC,1647.32,Food,UPI,Retail,February
25-06-2025,KFC,1268.47,Food,Debit Card,Restaurant,June
08-08-2025,Nike,117.06,Clothing,UPI,Retail,August
28-04-2025,Disney+,2922.53,Entertainment,Debit Card,Restaurant,April
24-11-2025,Samsung,2717.23,Electronics,Debit Card,Restaurant,November
05-01-2025,BigBazaar,1303.91,Grocery,Cash,Subscription,January
10-03-2025,Amazon Prime,1343.48,Entertainment,Net Banking,Restaurant,March
22-12-2025,Starbucks,1254.7,Food,UPI,Online Store,December
24-09-2025,Starbucks,252.68,Food,Cash,Online Store,September
21-12-2025,Adidas,2535.08,Clothing,Cash,Subscription,December
18-08-2025,Dominos,4555.15,Food,Debit Card,Restaurant,August
06-12-2025,Netflix,4605.2,Entertainment,Credit Card,Restaurant,December
25-09-2025,Apple,950.42,Electronics,Cash,Service,September
13-03-2025,Metro,3929.92,Transport,Net Banking,Retail,March
26-10-2025,Metro,1384.98,Transport,UPI,Retail,October
